#    mchi[GeV]       Dm[GeV]        lambda  SigmaSI[cm2]  SigmaSI_UL[cm2]  SigmaSI_ULLZ[cm2]       rval_DD     rval_DDLZ 
   1.75000E+03   3.87688E+02   2.59281E+00   3.02000E-48      1.44000E-45        4.99015E-46   2.09722E-03   6.05192E-03 
   1.80000E+03   3.81838E+02   2.59281E+00   3.08000E-48      1.48000E-45        5.14411E-46   2.08108E-03   5.98743E-03 
   1.85000E+03   3.74850E+02   2.59281E+00   3.20000E-48      1.52000E-45        5.29806E-46   2.10526E-03   6.03994E-03 
   1.90000E+03   3.66604E+02   2.59281E+00   3.37000E-48      1.56000E-45        5.45202E-46   2.16026E-03   6.18120E-03 
   1.95000E+03   3.57200E+02   2.59281E+00   3.62000E-48      1.61000E-45        5.60597E-46   2.24845E-03   6.45740E-03 
   2.00000E+03   3.46831E+02   2.59281E+00   3.94000E-48      1.65000E-45        5.75993E-46   2.38788E-03   6.84036E-03 
   2.05000E+03   3.35194E+02   2.59281E+00   4.38000E-48      1.69000E-45        5.90588E-46   2.59172E-03   7.41633E-03 
   2.10000E+03   3.23177E+02   2.59281E+00   4.91000E-48      1.73000E-45        6.05184E-46   2.83815E-03   8.11324E-03 
   2.15000E+03   3.11080E+02   2.59281E+00   5.55000E-48      1.77000E-45        6.19779E-46   3.13559E-03   8.95480E-03 
   2.20000E+03   2.99167E+02   2.59281E+00   6.30000E-48      1.81000E-45        6.34375E-46   3.48066E-03   9.93104E-03 
   2.25000E+03   2.87314E+02   2.59281E+00   7.19000E-48      1.85000E-45        6.48970E-46   3.88649E-03   1.10791E-02 
   2.30000E+03   2.75941E+02   2.59281E+00   8.21000E-48      1.89000E-45        6.63566E-46   4.34392E-03   1.23726E-02 
   2.35000E+03   2.65091E+02   2.59281E+00   9.36000E-48      1.93000E-45        6.78161E-46   4.84974E-03   1.38020E-02 
   2.40000E+03   2.54757E+02   2.59281E+00   1.07000E-47      1.97000E-45        6.92757E-46   5.43147E-03   1.54455E-02 
   2.45000E+03   2.44761E+02   2.59281E+00   1.21000E-47      2.02000E-45        7.07352E-46   5.99010E-03   1.71061E-02 
   2.50000E+03   2.35121E+02   2.59281E+00   1.39000E-47      2.06000E-45        7.21948E-46   6.74757E-03   1.92535E-02 
   2.60000E+03   2.16805E+02   2.59281E+00   1.81000E-47      2.14000E-45        7.51138E-46   8.45794E-03   2.40968E-02 
   2.70000E+03   1.99348E+02   2.59281E+00   2.39000E-47      2.22000E-45        7.80329E-46   1.07658E-02   3.06281E-02 
   2.80000E+03   1.81755E+02   2.59281E+00   3.27000E-47      2.30000E-45        8.09520E-46   1.42174E-02   4.03943E-02 
   2.90000E+03   1.64271E+02   2.59281E+00   4.65000E-47      2.39000E-45        8.38711E-46   1.94561E-02   5.54422E-02 
   3.00000E+03   1.46382E+02   2.59281E+00   7.00000E-47      2.47000E-45        8.67902E-46   2.83401E-02   8.06543E-02 
   1.00000E+02   3.93470E+01   2.82716E+00   9.24000E-42      9.13000E-47        2.77513E-47   1.01205E+05   3.32958E+05 
   1.25000E+02   4.87255E+01   2.82716E+00   2.51000E-42      1.11000E-46        3.51588E-47   2.26126E+04   7.13904E+04 
   1.50000E+02   5.80181E+01   2.82716E+00   8.70000E-43      1.31000E-46        4.31873E-47   6.64122E+03   2.01448E+04 
   1.75000E+02   6.72337E+01   2.82716E+00   3.56000E-43      1.52000E-46        4.97704E-47   2.34211E+03   7.15285E+03 
   2.00000E+02   7.63836E+01   2.82716E+00   1.64000E-43      1.72000E-46        5.73117E-47   9.53488E+02   2.86154E+03 
   2.50000E+02   9.45058E+01   2.82716E+00   4.50000E-44      2.13000E-46        7.20152E-47   2.11268E+02   6.24869E+02 
   3.00000E+02   1.12405E+02   2.82716E+00   1.57000E-44      2.54000E-46        8.62586E-47   6.18110E+01   1.82011E+02 
   3.50000E+02   1.30097E+02   2.82716E+00   6.46000E-45      2.94000E-46        9.90191E-47   2.19728E+01   6.52399E+01 
   4.00000E+02   1.47602E+02   2.82716E+00   3.00000E-45      3.34000E-46        1.13759E-46   8.98204E+00   2.63717E+01 
   4.50000E+02   1.64895E+02   2.82716E+00   1.53000E-45      3.75000E-46        1.28995E-46   4.08000E+00   1.18609E+01 
   5.00000E+02   1.81985E+02   2.82716E+00   8.38000E-46      4.16000E-46        1.43927E-46   2.01442E+00   5.82240E+00 
   5.50000E+02   1.98870E+02   2.82716E+00   4.88000E-46      4.57000E-46        1.58947E-46   1.06783E+00   3.07021E+00 
   6.00000E+02   2.15498E+02   2.82716E+00   2.98000E-46      4.98000E-46        1.73983E-46   5.98394E-01   1.71281E+00 
   6.50000E+02   2.31855E+02   2.82716E+00   1.91000E-46      5.39000E-46        1.86126E-46   3.54360E-01   1.02619E+00 
   7.00000E+02   2.47960E+02   2.82716E+00   1.26000E-46      5.80000E-46        1.97355E-46   2.17241E-01   6.38444E-01 
   7.50000E+02   2.63750E+02   2.82716E+00   8.62000E-47      6.21000E-46        2.10639E-46   1.38808E-01   4.09232E-01 
   8.00000E+02   2.79241E+02   2.82716E+00   6.06000E-47      6.61000E-46        2.24890E-46   9.16793E-02   2.69465E-01 
   8.50000E+02   2.94358E+02   2.82716E+00   4.37000E-47      7.02000E-46        2.39141E-46   6.22507E-02   1.82738E-01 
   9.00000E+02   3.09119E+02   2.82716E+00   3.22000E-47      7.43000E-46        2.54766E-46   4.33378E-02   1.26391E-01 
   9.50000E+02   3.23442E+02   2.82716E+00   2.42000E-47      7.83000E-46        2.70824E-46   3.09068E-02   8.93569E-02 
   1.00000E+03   3.37346E+02   2.82716E+00   1.86000E-47      8.24000E-46        2.86883E-46   2.25728E-02   6.48349E-02 
   1.05000E+03   3.50755E+02   2.82716E+00   1.45000E-47      8.65000E-46        3.01433E-46   1.67630E-02   4.81036E-02 
   1.10000E+03   3.63688E+02   2.82716E+00   1.15000E-47      9.06000E-46        3.15696E-46   1.26932E-02   3.64275E-02 
   1.15000E+03   3.76037E+02   2.82716E+00   9.26000E-48      9.47000E-46        3.29959E-46   9.77825E-03   2.80641E-02 
   1.20000E+03   3.87859E+02   2.82716E+00   7.57000E-48      9.89000E-46        3.44221E-46   7.65420E-03   2.19917E-02 
   1.25000E+03   3.99032E+02   2.82716E+00   6.27000E-48      1.03000E-45        3.58906E-46   6.08738E-03   1.74697E-02 
   1.30000E+03   4.09619E+02   2.82716E+00   5.26000E-48      1.07000E-45        3.73756E-46   4.91589E-03   1.40734E-02 
   1.35000E+03   4.19507E+02   2.82716E+00   4.46000E-48      1.11000E-45        3.88605E-46   4.01802E-03   1.14769E-02 
   1.40000E+03   4.28748E+02   2.82716E+00   3.83000E-48      1.15000E-45        4.03454E-46   3.33043E-03   9.49302E-03 
   1.45000E+03   4.37065E+02   2.82716E+00   3.34000E-48      1.19000E-45        4.17391E-46   2.80672E-03   8.00209E-03 
   1.50000E+03   4.44609E+02   2.82716E+00   2.94000E-48      1.24000E-45        4.30720E-46   2.37097E-03   6.82579E-03 
   1.55000E+03   4.51270E+02   2.82716E+00   2.62000E-48      1.28000E-45        4.44048E-46   2.04688E-03   5.90026E-03 
   1.60000E+03   4.57091E+02   2.82716E+00   2.36000E-48      1.32000E-45        4.57376E-46   1.78788E-03   5.15986E-03 
   1.65000E+03   4.61927E+02   2.82716E+00   2.15000E-48      1.36000E-45        4.70705E-46   1.58088E-03   4.56762E-03 
   1.70000E+03   4.65831E+02   2.82716E+00   1.97000E-48      1.40000E-45        4.84033E-46   1.40714E-03   4.06997E-03 
   1.75000E+03   4.68769E+02   2.82716E+00   1.84000E-48      1.44000E-45        4.99015E-46   1.27778E-03   3.68726E-03 
   1.80000E+03   4.70705E+02   2.82716E+00   1.73000E-48      1.48000E-45        5.14411E-46   1.16892E-03   3.36307E-03 
   1.85000E+03   4.71848E+02   2.82716E+00   1.64000E-48      1.52000E-45        5.29806E-46   1.07895E-03   3.09547E-03 
   1.90000E+03   4.71952E+02   2.82716E+00   1.57000E-48      1.56000E-45        5.45202E-46   1.00641E-03   2.87967E-03 
   1.95000E+03   4.70980E+02   2.82716E+00   1.52000E-48      1.61000E-45        5.60597E-46   9.44099E-04   2.71139E-03 
   2.00000E+03   4.68888E+02   2.82716E+00   1.49000E-48      1.65000E-45        5.75993E-46   9.03030E-04   2.58684E-03 
   2.05000E+03   4.64992E+02   2.82716E+00   1.49000E-48      1.69000E-45        5.90588E-46   8.81657E-04   2.52291E-03 
   2.10000E+03   4.59826E+02   2.82716E+00   1.50000E-48      1.73000E-45        6.05184E-46   8.67052E-04   2.47859E-03 
   2.15000E+03   4.53364E+02   2.82716E+00   1.54000E-48      1.77000E-45        6.19779E-46   8.70056E-04   2.48476E-03 
   2.20000E+03   4.45597E+02   2.82716E+00   1.60000E-48      1.81000E-45        6.34375E-46   8.83978E-04   2.52217E-03 
   2.25000E+03   4.36319E+02   2.82716E+00   1.69000E-48      1.85000E-45        6.48970E-46   9.13514E-04   2.60413E-03 
   2.30000E+03   4.25759E+02   2.82716E+00   1.81000E-48      1.89000E-45        6.63566E-46   9.57672E-04   2.72769E-03 
   2.35000E+03   4.14026E+02   2.82716E+00   1.98000E-48      1.93000E-45        6.78161E-46   1.02591E-03   2.91966E-03 
   2.40000E+03   4.01256E+02   2.82716E+00   2.18000E-48      1.97000E-45        6.92757E-46   1.10660E-03   3.14685E-03 
   2.45000E+03   3.87568E+02   2.82716E+00   2.45000E-48      2.02000E-45        7.07352E-46   1.21287E-03   3.46362E-03 
   2.50000E+03   3.73298E+02   2.82716E+00   2.78000E-48      2.06000E-45        7.21948E-46   1.34951E-03   3.85070E-03 
   2.60000E+03   3.44156E+02   2.82716E+00   3.67000E-48      2.14000E-45        7.51138E-46   1.71495E-03   4.88592E-03 
   2.70000E+03   3.15806E+02   2.82716E+00   4.94000E-48      2.22000E-45        7.80329E-46   2.22523E-03   6.33066E-03 
   2.80000E+03   2.88615E+02   2.82716E+00   6.76000E-48      2.30000E-45        8.09520E-46   2.93913E-03   8.35063E-03 
   2.90000E+03   2.63343E+02   2.82716E+00   9.31000E-48      2.39000E-45        8.38711E-46   3.89540E-03   1.11004E-02 
   3.00000E+03   2.39699E+02   2.82716E+00   1.29000E-47      2.47000E-45        8.67902E-46   5.22267E-03   1.48634E-02 
   1.00000E+02   3.93534E+01   3.08270E+00   1.31000E-41      9.13000E-47        2.77513E-47   1.43483E+05   4.72051E+05 
   1.25000E+02   4.87383E+01   3.08270E+00   3.55000E-42      1.11000E-46        3.51588E-47   3.19820E+04   1.00970E+05 
   1.50000E+02   5.80402E+01   3.08270E+00   1.23000E-42      1.31000E-46        4.31873E-47   9.38931E+03   2.84806E+04 
   1.75000E+02   6.72696E+01   3.08270E+00   5.01000E-43      1.52000E-46        4.97704E-47   3.29605E+03   1.00662E+04 
   2.00000E+02   7.64373E+01   3.08270E+00   2.31000E-43      1.72000E-46        5.73117E-47   1.34302E+03   4.03059E+03 
   2.50000E+02   9.46099E+01   3.08270E+00   6.33000E-44      2.13000E-46        7.20152E-47   2.97183E+02   8.78982E+02 
   3.00000E+02   1.12586E+02   3.08270E+00   2.20000E-44      2.54000E-46        8.62586E-47   8.66142E+01   2.55047E+02 
   3.50000E+02   1.30388E+02   3.08270E+00   9.04000E-45      2.94000E-46        9.90191E-47   3.07483E+01   9.12955E+01 
   4.00000E+02   1.48030E+02   3.08270E+00   4.18000E-45      3.34000E-46        1.13759E-46   1.25150E+01   3.67445E+01 
   4.50000E+02   1.65505E+02   3.08270E+00   2.12000E-45      3.75000E-46        1.28995E-46   5.65333E+00   1.64347E+01 
   5.00000E+02   1.82822E+02   3.08270E+00   1.16000E-45      4.16000E-46        1.43927E-46   2.78846E+00   8.05965E+00 
   5.50000E+02   1.99982E+02   3.08270E+00   6.72000E-46      4.57000E-46        1.58947E-46   1.47046E+00   4.22783E+00 
   6.00000E+02   2.16949E+02   3.08270E+00   4.09000E-46      4.98000E-46        1.73983E-46   8.21285E-01   2.35080E+00 
   6.50000E+02   2.33734E+02   3.08270E+00   2.60000E-46      5.39000E-46        1.86126E-46   4.82375E-01   1.39690E+00 
   7.00000E+02   2.50344E+02   3.08270E+00   1.71000E-46      5.80000E-46        1.97355E-46   2.94828E-01   8.66460E-01 
   7.50000E+02   2.66735E+02   3.08270E+00   1.16000E-46      6.21000E-46        2.10639E-46   1.86795E-01   5.50706E-01 
   8.00000E+02   2.82922E+02   3.08270E+00   8.06000E-47      6.61000E-46        2.24890E-46   1.21936E-01   3.58398E-01 
   8.50000E+02   2.98860E+02   3.08270E+00   5.76000E-47      7.02000E-46        2.39141E-46   8.20513E-02   2.40862E-01 
   9.00000E+02   3.14559E+02   3.08270E+00   4.20000E-47      7.43000E-46        2.54766E-46   5.65276E-02   1.64857E-01 
   9.50000E+02   3.29977E+02   3.08270E+00   3.12000E-47      7.83000E-46        2.70824E-46   3.98467E-02   1.15204E-01 
   1.00000E+03   3.45127E+02   3.08270E+00   2.37000E-47      8.24000E-46        2.86883E-46   2.87621E-02   8.26122E-02 
   1.05000E+03   3.59953E+02   3.08270E+00   1.82000E-47      8.65000E-46        3.01433E-46   2.10405E-02   6.03783E-02 
   1.10000E+03   3.74470E+02   3.08270E+00   1.42000E-47      9.06000E-46        3.15696E-46   1.56733E-02   4.49800E-02 
   1.15000E+03   3.88629E+02   3.08270E+00   1.13000E-47      9.47000E-46        3.29959E-46   1.19324E-02   3.42467E-02 
   1.20000E+03   4.02430E+02   3.08270E+00   9.04000E-48      9.89000E-46        3.44221E-46   9.14055E-03   2.62622E-02 
   1.25000E+03   4.15825E+02   3.08270E+00   7.34000E-48      1.03000E-45        3.58906E-46   7.12621E-03   2.04510E-02 
   1.30000E+03   4.28829E+02   3.08270E+00   6.03000E-48      1.07000E-45        3.73756E-46   5.63551E-03   1.61335E-02 
   1.35000E+03   4.41384E+02   3.08270E+00   5.01000E-48      1.11000E-45        3.88605E-46   4.51351E-03   1.28923E-02 
   1.40000E+03   4.53511E+02   3.08270E+00   4.20000E-48      1.15000E-45        4.03454E-46   3.65217E-03   1.04101E-02 
   1.45000E+03   4.65031E+02   3.08270E+00   3.56000E-48      1.19000E-45        4.17391E-46   2.99160E-03   8.52917E-03 
   1.50000E+03   4.76042E+02   3.08270E+00   3.05000E-48      1.24000E-45        4.30720E-46   2.45968E-03   7.08117E-03 
   1.55000E+03   4.86470E+02   3.08270E+00   2.63000E-48      1.28000E-45        4.44048E-46   2.05469E-03   5.92278E-03 
   1.60000E+03   4.96332E+02   3.08270E+00   2.30000E-48      1.32000E-45        4.57376E-46   1.74242E-03   5.02868E-03 
   1.65000E+03   5.05559E+02   3.08270E+00   2.02000E-48      1.36000E-45        4.70705E-46   1.48529E-03   4.29144E-03 
   1.70000E+03   5.14186E+02   3.08270E+00   1.79000E-48      1.40000E-45        4.84033E-46   1.27857E-03   3.69809E-03 
   1.75000E+03   5.22178E+02   3.08270E+00   1.60000E-48      1.44000E-45        4.99015E-46   1.11111E-03   3.20631E-03 
   1.80000E+03   5.29515E+02   3.08270E+00   1.44000E-48      1.48000E-45        5.14411E-46   9.72973E-04   2.79932E-03 
   1.85000E+03   5.36392E+02   3.08270E+00   1.30000E-48      1.52000E-45        5.29806E-46   8.55263E-04   2.45373E-03 
   1.90000E+03   5.42614E+02   3.08270E+00   1.19000E-48      1.56000E-45        5.45202E-46   7.62821E-04   2.18268E-03 
   1.95000E+03   5.48158E+02   3.08270E+00   1.09000E-48      1.61000E-45        5.60597E-46   6.77019E-04   1.94435E-03 
   2.00000E+03   5.53003E+02   3.08270E+00   1.01000E-48      1.65000E-45        5.75993E-46   6.12121E-04   1.75349E-03 
   2.05000E+03   5.56634E+02   3.08270E+00   9.46000E-49      1.69000E-45        5.90588E-46   5.59763E-04   1.60179E-03 
   2.10000E+03   5.59444E+02   3.08270E+00   8.91000E-49      1.73000E-45        6.05184E-46   5.15029E-04   1.47228E-03 
   2.15000E+03   5.61402E+02   3.08270E+00   8.46000E-49      1.77000E-45        6.19779E-46   4.77966E-04   1.36500E-03 
   2.20000E+03   5.62477E+02   3.08270E+00   8.10000E-49      1.81000E-45        6.34375E-46   4.47514E-04   1.27685E-03 
   2.25000E+03   5.62479E+02   3.08270E+00   7.82000E-49      1.85000E-45        6.48970E-46   4.22703E-04   1.20499E-03 
   2.30000E+03   5.61503E+02   3.08270E+00   7.62000E-49      1.89000E-45        6.63566E-46   4.03175E-04   1.14834E-03 
   2.35000E+03   5.59513E+02   3.08270E+00   7.48000E-49      1.93000E-45        6.78161E-46   3.87565E-04   1.10298E-03 
   2.40000E+03   5.56468E+02   3.08270E+00   7.41000E-49      1.97000E-45        6.92757E-46   3.76142E-04   1.06964E-03 
   2.45000E+03   5.52248E+02   3.08270E+00   7.42000E-49      2.02000E-45        7.07352E-46   3.67327E-04   1.04898E-03 
   2.50000E+03   5.46883E+02   3.08270E+00   7.50000E-49      2.06000E-45        7.21948E-46   3.64078E-04   1.03886E-03 
   2.60000E+03   5.32556E+02   3.08270E+00   7.91000E-49      2.14000E-45        7.51138E-46   3.69626E-04   1.05307E-03 
   2.70000E+03   5.13262E+02   3.08270E+00   8.73000E-49      2.22000E-45        7.80329E-46   3.93243E-04   1.11876E-03 
   2.80000E+03   4.87226E+02   3.08270E+00   1.03000E-48      2.30000E-45        8.09520E-46   4.47826E-04   1.27236E-03 
   2.90000E+03   4.56413E+02   3.08270E+00   1.29000E-48      2.39000E-45        8.38711E-46   5.39749E-04   1.53807E-03 
   3.00000E+03   4.22051E+02   3.08270E+00   1.69000E-48      2.47000E-45        8.67902E-46   6.84211E-04   1.94722E-03 
   1.00000E+02   3.93601E+01   3.54491E+00   2.28000E-41      9.13000E-47        2.77513E-47   2.49726E+05   8.21584E+05 
   1.25000E+02   4.87516E+01   3.54491E+00   6.20000E-42      1.11000E-46        3.51588E-47   5.58559E+04   1.76343E+05 
   1.50000E+02   5.80632E+01   3.54491E+00   2.14000E-42      1.31000E-46        4.31873E-47   1.63359E+04   4.95516E+04 
   1.75000E+02   6.73067E+01   3.54491E+00   8.74000E-43      1.52000E-46        4.97704E-47   5.75000E+03   1.75607E+04 
   2.00000E+02   7.64929E+01   3.54491E+00   4.02000E-43      1.72000E-46        5.73117E-47   2.33721E+03   7.01427E+03 
   2.50000E+02   9.47177E+01   3.54491E+00   1.10000E-43      2.13000E-46        7.20152E-47   5.16432E+02   1.52746E+03 
   3.00000E+02   1.12772E+02   3.54491E+00   3.82000E-44      2.54000E-46        8.62586E-47   1.50394E+02   4.42854E+02 
   3.50000E+02   1.30683E+02   3.54491E+00   1.56000E-44      2.94000E-46        9.90191E-47   5.30612E+01   1.57545E+02 
   4.00000E+02   1.48469E+02   3.54491E+00   7.21000E-45      3.34000E-46        1.13759E-46   2.15868E+01   6.33799E+01 
   4.50000E+02   1.66129E+02   3.54491E+00   3.65000E-45      3.75000E-46        1.28995E-46   9.73333E+00   2.82956E+01 
   5.00000E+02   1.83677E+02   3.54491E+00   1.98000E-45      4.16000E-46        1.43927E-46   4.75962E+00   1.37570E+01 
   5.50000E+02   2.01114E+02   3.54491E+00   1.14000E-45      4.57000E-46        1.58947E-46   2.49453E+00   7.17222E+00 
   6.00000E+02   2.18424E+02   3.54491E+00   6.93000E-46      4.98000E-46        1.73983E-46   1.39157E+00   3.98314E+00 
   6.50000E+02   2.35617E+02   3.54491E+00   4.37000E-46      5.39000E-46        1.86126E-46   8.10761E-01   2.34787E+00 
   7.00000E+02   2.52700E+02   3.54491E+00   2.86000E-46      5.80000E-46        1.97355E-46   4.93103E-01   1.44917E+00 
   7.50000E+02   2.69653E+02   3.54491E+00   1.92000E-46      6.21000E-46        2.10639E-46   3.09179E-01   9.11513E-01 
   8.00000E+02   2.86482E+02   3.54491E+00   1.33000E-46      6.61000E-46        2.24890E-46   2.01210E-01   5.91401E-01 
   8.50000E+02   3.03168E+02   3.54491E+00   9.43000E-47      7.02000E-46        2.39141E-46   1.34330E-01   3.94328E-01 
   9.00000E+02   3.19718E+02   3.54491E+00   6.81000E-47      7.43000E-46        2.54766E-46   9.16555E-02   2.67305E-01 
   9.50000E+02   3.36111E+02   3.54491E+00   5.02000E-47      7.83000E-46        2.70824E-46   6.41124E-02   1.85360E-01 
   1.00000E+03   3.52105E+02   3.54491E+00   3.77000E-47      8.24000E-46        2.86883E-46   4.57524E-02   1.31413E-01 
   1.05000E+03   3.68224E+02   3.54491E+00   2.87000E-47      8.65000E-46        3.01433E-46   3.31792E-02   9.52119E-02 
   1.10000E+03   3.84223E+02   3.54491E+00   2.21000E-47      9.06000E-46        3.15696E-46   2.43929E-02   7.00041E-02 
   1.15000E+03   4.00085E+02   3.54491E+00   1.72000E-47      9.47000E-46        3.29959E-46   1.81626E-02   5.21278E-02 
   1.20000E+03   4.15678E+02   3.54491E+00   1.36000E-47      9.89000E-46        3.44221E-46   1.37513E-02   3.95095E-02 
   1.25000E+03   4.31051E+02   3.54491E+00   1.09000E-47      1.03000E-45        3.58906E-46   1.05825E-02   3.03700E-02 
   1.30000E+03   4.46203E+02   3.54491E+00   8.79000E-48      1.07000E-45        3.73756E-46   8.21495E-03   2.35180E-02 
   1.35000E+03   4.61165E+02   3.54491E+00   7.16000E-48      1.11000E-45        3.88605E-46   6.45045E-03   1.84249E-02 
   1.40000E+03   4.75903E+02   3.54491E+00   5.89000E-48      1.15000E-45        4.03454E-46   5.12174E-03   1.45989E-02 
   1.45000E+03   4.90354E+02   3.54491E+00   4.89000E-48      1.19000E-45        4.17391E-46   4.10924E-03   1.17156E-02 
   1.50000E+03   5.04548E+02   3.54491E+00   4.09000E-48      1.24000E-45        4.30720E-46   3.29839E-03   9.49574E-03 
   1.55000E+03   5.18457E+02   3.54491E+00   3.44000E-48      1.28000E-45        4.44048E-46   2.68750E-03   7.74691E-03 
   1.60000E+03   5.32075E+02   3.54491E+00   2.92000E-48      1.32000E-45        4.57376E-46   2.21212E-03   6.38424E-03 
   1.65000E+03   5.45403E+02   3.54491E+00   2.50000E-48      1.36000E-45        4.70705E-46   1.83824E-03   5.31118E-03 
   1.70000E+03   5.58411E+02   3.54491E+00   2.15000E-48      1.40000E-45        4.84033E-46   1.53571E-03   4.44184E-03 
   1.75000E+03   5.71117E+02   3.54491E+00   1.86000E-48      1.44000E-45        4.99015E-46   1.29167E-03   3.72734E-03 
   1.80000E+03   5.83496E+02   3.54491E+00   1.62000E-48      1.48000E-45        5.14411E-46   1.09459E-03   3.14923E-03 
   1.85000E+03   5.95638E+02   3.54491E+00   1.42000E-48      1.52000E-45        5.29806E-46   9.34211E-04   2.68022E-03 
   1.90000E+03   6.07485E+02   3.54491E+00   1.25000E-48      1.56000E-45        5.45202E-46   8.01282E-04   2.29273E-03 
   1.95000E+03   6.18992E+02   3.54491E+00   1.10000E-48      1.61000E-45        5.60597E-46   6.83230E-04   1.96219E-03 
   2.00000E+03   6.30151E+02   3.54491E+00   9.80000E-49      1.65000E-45        5.75993E-46   5.93939E-04   1.70141E-03 
   2.05000E+03   6.40719E+02   3.54491E+00   8.77000E-49      1.69000E-45        5.90588E-46   5.18935E-04   1.48496E-03 
   2.10000E+03   6.50883E+02   3.54491E+00   7.88000E-49      1.73000E-45        6.05184E-46   4.55491E-04   1.30208E-03 
   2.15000E+03   6.60632E+02   3.54491E+00   7.12000E-49      1.77000E-45        6.19779E-46   4.02260E-04   1.14880E-03 
   2.20000E+03   6.69960E+02   3.54491E+00   6.46000E-49      1.81000E-45        6.34375E-46   3.56906E-04   1.01833E-03 
   2.25000E+03   6.78798E+02   3.54491E+00   5.89000E-49      1.85000E-45        6.48970E-46   3.18378E-04   9.07592E-04 
   2.30000E+03   6.87178E+02   3.54491E+00   5.39000E-49      1.89000E-45        6.63566E-46   2.85185E-04   8.12278E-04 
   2.35000E+03   6.95087E+02   3.54491E+00   4.96000E-49      1.93000E-45        6.78161E-46   2.56995E-04   7.31390E-04 
   2.40000E+03   7.02514E+02   3.54491E+00   4.58000E-49      1.97000E-45        6.92757E-46   2.32487E-04   6.61127E-04 
   2.45000E+03   7.09401E+02   3.54491E+00   4.25000E-49      2.02000E-45        7.07352E-46   2.10396E-04   6.00832E-04 
   2.50000E+03   7.15790E+02   3.54491E+00   3.96000E-49      2.06000E-45        7.21948E-46   1.92233E-04   5.48516E-04 
   2.60000E+03   7.26973E+02   3.54491E+00   3.48000E-49      2.14000E-45        7.51138E-46   1.62617E-04   4.63297E-04 
   2.70000E+03   7.35931E+02   3.54491E+00   3.12000E-49      2.22000E-45        7.80329E-46   1.40541E-04   3.99831E-04 
   2.80000E+03   7.41391E+02   3.54491E+00   2.85000E-49      2.30000E-45        8.09520E-46   1.23913E-04   3.52060E-04 
