#    mchi[GeV]       Dm[GeV]        lambda  SigmaSI[cm2]  SigmaSI_UL[cm2]       rval_DD 
   2.05000E+03   4.64992E+02   2.82716E+00   1.49000E-48      1.69000E-45   8.81657E-04 
   2.10000E+03   4.59826E+02   2.82716E+00   1.50000E-48      1.73000E-45   8.67052E-04 
   2.15000E+03   4.53364E+02   2.82716E+00   1.54000E-48      1.77000E-45   8.70056E-04 
   2.20000E+03   4.45597E+02   2.82716E+00   1.60000E-48      1.81000E-45   8.83978E-04 
   2.25000E+03   4.36319E+02   2.82716E+00   1.69000E-48      1.85000E-45   9.13514E-04 
   2.30000E+03   4.25759E+02   2.82716E+00   1.81000E-48      1.89000E-45   9.57672E-04 
   2.35000E+03   4.14026E+02   2.82716E+00   1.98000E-48      1.93000E-45   1.02591E-03 
   2.40000E+03   4.01256E+02   2.82716E+00   2.18000E-48      1.97000E-45   1.10660E-03 
   2.45000E+03   3.87568E+02   2.82716E+00   2.45000E-48      2.02000E-45   1.21287E-03 
   2.50000E+03   3.73298E+02   2.82716E+00   2.78000E-48      2.06000E-45   1.34951E-03 
   2.60000E+03   3.44156E+02   2.82716E+00   3.67000E-48      2.14000E-45   1.71495E-03 
   2.70000E+03   3.15806E+02   2.82716E+00   4.94000E-48      2.22000E-45   2.22523E-03 
   2.80000E+03   2.88615E+02   2.82716E+00   6.76000E-48      2.30000E-45   2.93913E-03 
   2.90000E+03   2.63343E+02   2.82716E+00   9.31000E-48      2.39000E-45   3.89540E-03 
   3.00000E+03   2.39699E+02   2.82716E+00   1.29000E-47      2.47000E-45   5.22267E-03 
   1.00000E+02   3.93534E+01   3.08270E+00   1.31000E-41      9.13000E-47   1.43483E+05 
   1.25000E+02   4.87383E+01   3.08270E+00   3.55000E-42      1.11000E-46   3.19820E+04 
   1.50000E+02   5.80402E+01   3.08270E+00   1.23000E-42      1.31000E-46   9.38931E+03 
   1.75000E+02   6.72696E+01   3.08270E+00   5.01000E-43      1.52000E-46   3.29605E+03 
   2.00000E+02   7.64373E+01   3.08270E+00   2.31000E-43      1.72000E-46   1.34302E+03 
   2.50000E+02   9.46099E+01   3.08270E+00   6.33000E-44      2.13000E-46   2.97183E+02 
   3.00000E+02   1.12586E+02   3.08270E+00   2.20000E-44      2.54000E-46   8.66142E+01 
   3.50000E+02   1.30388E+02   3.08270E+00   9.04000E-45      2.94000E-46   3.07483E+01 
   4.00000E+02   1.48030E+02   3.08270E+00   4.18000E-45      3.34000E-46   1.25150E+01 
   4.50000E+02   1.65505E+02   3.08270E+00   2.12000E-45      3.75000E-46   5.65333E+00 
   5.00000E+02   1.82822E+02   3.08270E+00   1.16000E-45      4.16000E-46   2.78846E+00 
   5.50000E+02   1.99982E+02   3.08270E+00   6.72000E-46      4.57000E-46   1.47046E+00 
   6.00000E+02   2.16949E+02   3.08270E+00   4.09000E-46      4.98000E-46   8.21285E-01 
   6.50000E+02   2.33734E+02   3.08270E+00   2.60000E-46      5.39000E-46   4.82375E-01 
   7.00000E+02   2.50344E+02   3.08270E+00   1.71000E-46      5.80000E-46   2.94828E-01 
   7.50000E+02   2.66735E+02   3.08270E+00   1.16000E-46      6.21000E-46   1.86795E-01 
   8.00000E+02   2.82922E+02   3.08270E+00   8.06000E-47      6.61000E-46   1.21936E-01 
   8.50000E+02   2.98860E+02   3.08270E+00   5.76000E-47      7.02000E-46   8.20513E-02 
   9.00000E+02   3.14559E+02   3.08270E+00   4.20000E-47      7.43000E-46   5.65276E-02 
   9.50000E+02   3.29977E+02   3.08270E+00   3.12000E-47      7.83000E-46   3.98467E-02 
   1.00000E+03   3.45127E+02   3.08270E+00   2.37000E-47      8.24000E-46   2.87621E-02 
   1.05000E+03   3.59953E+02   3.08270E+00   1.82000E-47      8.65000E-46   2.10405E-02 
   1.10000E+03   3.74470E+02   3.08270E+00   1.42000E-47      9.06000E-46   1.56733E-02 
   1.15000E+03   3.88629E+02   3.08270E+00   1.13000E-47      9.47000E-46   1.19324E-02 
   1.20000E+03   4.02430E+02   3.08270E+00   9.04000E-48      9.89000E-46   9.14055E-03 
   1.25000E+03   4.15825E+02   3.08270E+00   7.34000E-48      1.03000E-45   7.12621E-03 
   1.30000E+03   4.28829E+02   3.08270E+00   6.03000E-48      1.07000E-45   5.63551E-03 
   1.35000E+03   4.41384E+02   3.08270E+00   5.01000E-48      1.11000E-45   4.51351E-03 
   1.40000E+03   4.53511E+02   3.08270E+00   4.20000E-48      1.15000E-45   3.65217E-03 
   1.45000E+03   4.65031E+02   3.08270E+00   3.56000E-48      1.19000E-45   2.99160E-03 
   1.50000E+03   4.76042E+02   3.08270E+00   3.05000E-48      1.24000E-45   2.45968E-03 
   1.55000E+03   4.86470E+02   3.08270E+00   2.63000E-48      1.28000E-45   2.05469E-03 
   1.60000E+03   4.96332E+02   3.08270E+00   2.30000E-48      1.32000E-45   1.74242E-03 
   1.65000E+03   5.05559E+02   3.08270E+00   2.02000E-48      1.36000E-45   1.48529E-03 
   1.70000E+03   5.14186E+02   3.08270E+00   1.79000E-48      1.40000E-45   1.27857E-03 
   1.75000E+03   5.22178E+02   3.08270E+00   1.60000E-48      1.44000E-45   1.11111E-03 
   1.80000E+03   5.29515E+02   3.08270E+00   1.44000E-48      1.48000E-45   9.72973E-04 
   1.85000E+03   5.36392E+02   3.08270E+00   1.30000E-48      1.52000E-45   8.55263E-04 
   1.90000E+03   5.42614E+02   3.08270E+00   1.19000E-48      1.56000E-45   7.62821E-04 
   1.95000E+03   5.48158E+02   3.08270E+00   1.09000E-48      1.61000E-45   6.77019E-04 
   2.00000E+03   5.53003E+02   3.08270E+00   1.01000E-48      1.65000E-45   6.12121E-04 
   2.05000E+03   5.56634E+02   3.08270E+00   9.46000E-49      1.69000E-45   5.59763E-04 
   2.10000E+03   5.59444E+02   3.08270E+00   8.91000E-49      1.73000E-45   5.15029E-04 
   2.15000E+03   5.61402E+02   3.08270E+00   8.46000E-49      1.77000E-45   4.77966E-04 
   2.20000E+03   5.62477E+02   3.08270E+00   8.10000E-49      1.81000E-45   4.47514E-04 
   2.25000E+03   5.62479E+02   3.08270E+00   7.82000E-49      1.85000E-45   4.22703E-04 
   2.30000E+03   5.61503E+02   3.08270E+00   7.62000E-49      1.89000E-45   4.03175E-04 
   2.35000E+03   5.59513E+02   3.08270E+00   7.48000E-49      1.93000E-45   3.87565E-04 
   2.40000E+03   5.56468E+02   3.08270E+00   7.41000E-49      1.97000E-45   3.76142E-04 
   2.45000E+03   5.52248E+02   3.08270E+00   7.42000E-49      2.02000E-45   3.67327E-04 
   2.50000E+03   5.46883E+02   3.08270E+00   7.50000E-49      2.06000E-45   3.64078E-04 
   2.60000E+03   5.32556E+02   3.08270E+00   7.91000E-49      2.14000E-45   3.69626E-04 
   2.70000E+03   5.13262E+02   3.08270E+00   8.73000E-49      2.22000E-45   3.93243E-04 
   2.80000E+03   4.87226E+02   3.08270E+00   1.03000E-48      2.30000E-45   4.47826E-04 
   2.90000E+03   4.56413E+02   3.08270E+00   1.29000E-48      2.39000E-45   5.39749E-04 
   3.00000E+03   4.22051E+02   3.08270E+00   1.69000E-48      2.47000E-45   6.84211E-04 
   1.00000E+02   3.93601E+01   3.54491E+00   2.28000E-41      9.13000E-47   2.49726E+05 
   1.25000E+02   4.87516E+01   3.54491E+00   6.20000E-42      1.11000E-46   5.58559E+04 
   1.50000E+02   5.80632E+01   3.54491E+00   2.14000E-42      1.31000E-46   1.63359E+04 
   1.75000E+02   6.73067E+01   3.54491E+00   8.74000E-43      1.52000E-46   5.75000E+03 
   2.00000E+02   7.64929E+01   3.54491E+00   4.02000E-43      1.72000E-46   2.33721E+03 
   2.50000E+02   9.47177E+01   3.54491E+00   1.10000E-43      2.13000E-46   5.16432E+02 
   3.00000E+02   1.12772E+02   3.54491E+00   3.82000E-44      2.54000E-46   1.50394E+02 
   3.50000E+02   1.30683E+02   3.54491E+00   1.56000E-44      2.94000E-46   5.30612E+01 
   4.00000E+02   1.48469E+02   3.54491E+00   7.21000E-45      3.34000E-46   2.15868E+01 
   4.50000E+02   1.66129E+02   3.54491E+00   3.65000E-45      3.75000E-46   9.73333E+00 
   5.00000E+02   1.83677E+02   3.54491E+00   1.98000E-45      4.16000E-46   4.75962E+00 
   5.50000E+02   2.01114E+02   3.54491E+00   1.14000E-45      4.57000E-46   2.49453E+00 
   6.00000E+02   2.18424E+02   3.54491E+00   6.93000E-46      4.98000E-46   1.39157E+00 
   6.50000E+02   2.35617E+02   3.54491E+00   4.37000E-46      5.39000E-46   8.10761E-01 
   7.00000E+02   2.52700E+02   3.54491E+00   2.86000E-46      5.80000E-46   4.93103E-01 
   7.50000E+02   2.69653E+02   3.54491E+00   1.92000E-46      6.21000E-46   3.09179E-01 
   8.00000E+02   2.86482E+02   3.54491E+00   1.33000E-46      6.61000E-46   2.01210E-01 
   8.50000E+02   3.03168E+02   3.54491E+00   9.43000E-47      7.02000E-46   1.34330E-01 
   9.00000E+02   3.19718E+02   3.54491E+00   6.81000E-47      7.43000E-46   9.16555E-02 
   9.50000E+02   3.36111E+02   3.54491E+00   5.02000E-47      7.83000E-46   6.41124E-02 
   1.00000E+03   3.52105E+02   3.54491E+00   3.77000E-47      8.24000E-46   4.57524E-02 
   1.05000E+03   3.68224E+02   3.54491E+00   2.87000E-47      8.65000E-46   3.31792E-02 
   1.10000E+03   3.84223E+02   3.54491E+00   2.21000E-47      9.06000E-46   2.43929E-02 
   1.15000E+03   4.00085E+02   3.54491E+00   1.72000E-47      9.47000E-46   1.81626E-02 
   1.20000E+03   4.15678E+02   3.54491E+00   1.36000E-47      9.89000E-46   1.37513E-02 
   1.25000E+03   4.31051E+02   3.54491E+00   1.09000E-47      1.03000E-45   1.05825E-02 
   1.30000E+03   4.46203E+02   3.54491E+00   8.79000E-48      1.07000E-45   8.21495E-03 
   1.35000E+03   4.61165E+02   3.54491E+00   7.16000E-48      1.11000E-45   6.45045E-03 
   1.40000E+03   4.75903E+02   3.54491E+00   5.89000E-48      1.15000E-45   5.12174E-03 
   1.45000E+03   4.90354E+02   3.54491E+00   4.89000E-48      1.19000E-45   4.10924E-03 
   1.50000E+03   5.04548E+02   3.54491E+00   4.09000E-48      1.24000E-45   3.29839E-03 
   1.55000E+03   5.18457E+02   3.54491E+00   3.44000E-48      1.28000E-45   2.68750E-03 
   1.60000E+03   5.32075E+02   3.54491E+00   2.92000E-48      1.32000E-45   2.21212E-03 
   1.65000E+03   5.45403E+02   3.54491E+00   2.50000E-48      1.36000E-45   1.83824E-03 
   1.70000E+03   5.58411E+02   3.54491E+00   2.15000E-48      1.40000E-45   1.53571E-03 
   1.75000E+03   5.71117E+02   3.54491E+00   1.86000E-48      1.44000E-45   1.29167E-03 
   1.80000E+03   5.83496E+02   3.54491E+00   1.62000E-48      1.48000E-45   1.09459E-03 
   1.85000E+03   5.95638E+02   3.54491E+00   1.42000E-48      1.52000E-45   9.34211E-04 
   1.90000E+03   6.07485E+02   3.54491E+00   1.25000E-48      1.56000E-45   8.01282E-04 
   1.95000E+03   6.18992E+02   3.54491E+00   1.10000E-48      1.61000E-45   6.83230E-04 
   2.00000E+03   6.30151E+02   3.54491E+00   9.80000E-49      1.65000E-45   5.93939E-04 
   2.05000E+03   6.40719E+02   3.54491E+00   8.77000E-49      1.69000E-45   5.18935E-04 
   2.10000E+03   6.50883E+02   3.54491E+00   7.88000E-49      1.73000E-45   4.55491E-04 
   2.15000E+03   6.60632E+02   3.54491E+00   7.12000E-49      1.77000E-45   4.02260E-04 
   2.20000E+03   6.69960E+02   3.54491E+00   6.46000E-49      1.81000E-45   3.56906E-04 
   2.25000E+03   6.78798E+02   3.54491E+00   5.89000E-49      1.85000E-45   3.18378E-04 
   2.30000E+03   6.87178E+02   3.54491E+00   5.39000E-49      1.89000E-45   2.85185E-04 
   2.35000E+03   6.95087E+02   3.54491E+00   4.96000E-49      1.93000E-45   2.56995E-04 
   2.40000E+03   7.02514E+02   3.54491E+00   4.58000E-49      1.97000E-45   2.32487E-04 
   2.45000E+03   7.09401E+02   3.54491E+00   4.25000E-49      2.02000E-45   2.10396E-04 
   2.50000E+03   7.15790E+02   3.54491E+00   3.96000E-49      2.06000E-45   1.92233E-04 
   2.60000E+03   7.26973E+02   3.54491E+00   3.48000E-49      2.14000E-45   1.62617E-04 
   2.70000E+03   7.35931E+02   3.54491E+00   3.12000E-49      2.22000E-45   1.40541E-04 
   2.80000E+03   7.41391E+02   3.54491E+00   2.85000E-49      2.30000E-45   1.23913E-04 
   2.90000E+03   7.44067E+02   3.54491E+00   2.66000E-49      2.39000E-45   1.11297E-04 
